DeliveryPersonAge,DeliveryPersonRatings,RestaurantLatitude,RestaurantLongitude,DeliveryLocationLatitude,DeliveryLocationLongitude,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,TimeTaken(min)
29,4.9,21.149569,72.772697,21.209569,72.832697,20:50,20:55,0,1,2,0,2,1.0,1,32.0
37,4.9,17.411028,78.329645,17.421028,78.339645,11:25,11:30,0,0,0,1,3,1.0,1,33.0
39,4.7,0.0,0.0,0.04,0.04,12:45,12:60,4,0,2,2,4,1.0,1,19.0
38,4.4,27.16185,78.040165,27.22185,78.100165,20:15,20:30,6,1,0,1,3,1.0,1,38.0
24,4.6,19.1813,72.836191,19.2413,72.896191,20:25,20:35,1,1,2,0,3,1.0,1,27.0
38,4.8,26.913726,75.75282,26.963726,75.80282,21:45,21:55,1,1,2,3,3,2.0,1,36.0
27,4.8,12.934179,77.615797,12.964179,77.645797,23:50,23:60,1,2,1,3,4,1.0,1,18.0
32,4.7,11.001852,76.976268,11.011852,76.986268,8:45,8:60,1,2,0,1,3,1.0,1,26.0
28,4.7,12.98041,77.640489,13.09041,77.750489,19:30,19:35,6,1,1,1,3,1.0,1,24.0
34,4.5,23.369746,85.33982,23.379746,85.34982,9:45,9:60,2,2,0,1,3,0.0,3,24.0
36,4.2,23.371292,85.327872,23.481292,85.437872,22:25,22:35,0,2,2,0,2,0.0,1,33.0
0,,12.986047,80.218114,13.116047,80.348114,,18:15,4,3,2,1,4,1.0,1,19.0
29,4.9,26.902908,75.792934,26.932908,75.822934,19:45,19:50,1,1,2,2,4,0.0,1,30.0
50,6.0,0.0,0.0,0.11,0.11,,21:55,7,5,3,2,4,1.0,1,48.0
38,4.8,11.010375,76.95295,11.040375,76.98295,22:45,22:55,1,2,1,0,3,1.0,1,19.0
0,,0.0,0.0,0.06,0.06,,19:45,2,1,1,0,3,1.0,1,22.0
23,4.6,21.170798,72.790489,21.280798,72.900489,19:30,19:45,6,1,0,3,3,1.0,1,30.0
34,4.2,27.165108,78.015053,27.195108,78.045053,17:40,17:45,3,3,0,2,3,1.0,1,37.0
22,4.8,9.991703,76.293136,10.031703,76.333136,15:10,15:25,6,3,2,3,4,1.0,1,21.0
30,5.0,12.321214,76.621094,12.401214,76.701094,18:40,18:50,6,3,0,1,3,0.0,3,30.0
32,4.2,23.359407,85.325055,23.389407,85.355055,21:60,22:15,1,1,1,3,3,0.0,1,39.0
26,5.0,13.026286,80.275235,13.086286,80.335235,18:55,18:60,3,3,1,2,4,0.0,1,26.0
23,4.6,13.054347,80.257221,13.124347,80.327221,19:20,19:30,3,1,2,2,4,0.0,1,28.0
34,3.8,23.218998,77.373573,23.348998,77.503573,19:35,19:40,6,1,2,2,4,0.0,1,44.0
23,4.6,18.543626,73.905101,18.633626,73.995101,21:15,21:20,3,1,1,0,3,1.0,3,15.0
22,4.6,18.51421,73.838429,18.57421,73.898429,23:20,23:25,1,2,2,3,2,1.0,1,19.0
28,4.6,12.326356,76.619103,12.456356,76.749103,20:50,21:05,2,1,2,2,4,0.0,1,27.0
38,4.8,26.90294,75.793007,26.92294,75.813007,8:30,8:45,3,2,2,1,2,0.0,3,22.0
39,4.1,23.235123,77.398886,23.305123,77.468886,18:10,18:15,6,3,1,1,4,0.0,1,38.0
26,4.7,17.428294,78.404423,17.488294,78.464423,18:15,18:20,4,3,0,2,3,1.0,3,15.0
20,4.8,21.175975,72.795503,21.255975,72.875503,23:40,23:50,0,2,1,1,4,,4,26.0
23,4.5,26.849596,75.800512,26.989596,75.940512,19:55,20:10,3,1,1,1,4,1.0,1,19.0
25,4.0,26.849596,75.800512,26.919596,75.870512,19:40,19:55,2,1,0,0,3,1.0,4,31.0
37,4.6,17.451976,78.385883,17.501976,78.435883,23:60,24:05,0,2,0,0,3,1.0,1,25.0
0,,13.044694,80.26147,13.064694,80.28147,,8:40,7,5,3,2,4,1.0,1,29.0
30,3.8,18.533811,73.899315,18.603811,73.969315,21:25,21:40,6,1,1,1,3,1.0,1,38.0
27,4.6,13.054347,80.257221,13.094347,80.297221,15:50,15:55,1,3,0,1,3,1.0,4,29.0
27,4.6,19.12663,72.829976,19.25663,72.959976,20:55,21:05,3,1,1,3,3,1.0,4,18.0
37,4.3,12.933298,77.614293,12.963298,77.644293,22:10,22:15,2,2,0,3,3,1.0,1,34.0
39,4.9,19.876106,75.340775,19.936106,75.400775,20:50,20:55,0,1,0,1,3,1.0,1,25.0
22,4.6,11.016298,76.972076,11.046298,77.002076,23:60,24:15,0,2,2,1,3,0.0,3,10.0
24,2.8,11.025083,77.015393,11.105083,77.095393,22:55,23:05,4,2,2,0,4,1.0,1,42.0
34,5.0,23.371292,85.327872,23.501292,85.457872,23:15,23:30,4,2,0,3,3,1.0,3,21.0
26,4.4,18.51421,73.838429,18.55421,73.878429,13:55,13:60,0,0,2,3,3,1.0,3,32.0
32,4.2,27.163303,78.057044,27.183303,78.077044,8:10,8:15,6,2,0,3,3,0.0,1,33.0
39,5.0,11.003008,76.97544,11.093008,77.06544,22:50,22:55,6,2,2,1,4,0.0,1,28.0
25,4.8,12.979096,77.640625,13.029096,77.690625,17:20,17:30,2,3,2,3,4,1.0,3,24.0
24,4.7,12.986047,80.218114,13.076047,80.308114,21:50,21:60,2,1,2,1,4,1.0,1,21.0
22,4.1,11.022169,76.999594,11.092169,77.069594,17:40,17:55,0,3,1,0,4,1.0,1,33.0
24,4.3,26.49095,80.318656,26.62095,80.448656,20:25,20:35,1,1,1,1,3,1.0,1,40.0
20,4.9,15.576683,73.75575,15.596683,73.77575,10:15,10:30,1,2,1,0,3,1.0,1,16.0
39,4.8,19.131141,72.813074,19.181141,72.863074,21:15,21:30,0,1,0,2,3,0.0,3,27.0
36,5.0,0.0,0.0,0.02,0.02,10:35,10:40,0,2,1,1,3,1.0,3,16.0
26,4.7,19.121999,72.908493,19.201999,72.988493,23:40,23:50,3,2,0,0,3,1.0,1,18.0
27,4.3,11.003008,76.97544,11.013008,76.98544,8:30,8:40,3,2,0,0,3,1.0,3,20.0
0,,23.359033,85.325347,23.419033,85.385347,,20:05,0,1,2,3,3,,3,21.0
21,4.9,0.0,0.0,0.13,0.13,18:55,19:05,3,3,0,3,3,0.0,1,23.0
35,4.6,23.374989,85.335486,23.504989,85.465486,21:55,21:60,0,1,2,3,4,3.0,3,47.0
31,4.6,21.175975,72.795503,21.285975,72.905503,19:35,19:50,0,1,2,3,4,1.0,1,42.0
24,4.9,18.546258,73.904337,18.576258,73.934337,21:60,22:15,0,1,2,0,4,1.0,3,21.0
24,4.9,23.374989,85.335486,23.504989,85.465486,23:25,23:35,6,2,0,1,3,,3,17.0
21,4.8,22.311844,73.165081,22.441844,73.295081,23:20,23:25,6,2,2,0,2,0.0,3,14.0
34,4.1,21.186438,72.794115,21.316438,72.924115,20:55,21:10,2,1,0,2,3,1.0,1,46.0
21,4.3,18.520016,73.830547,18.570016,73.880547,20:50,20:60,4,1,0,3,3,0.0,1,52.0
36,4.4,23.333017,85.3172,23.423017,85.4072,22:20,22:35,0,2,2,2,3,0.0,1,36.0
29,4.7,22.695207,75.866059,22.765207,75.936059,20:10,20:25,0,1,0,1,3,0.0,1,48.0
39,4.6,17.422819,78.449578,17.432819,78.459578,10:60,11:05,6,2,2,3,3,1.0,1,26.0
32,4.0,30.885814,75.786976,30.965814,75.866976,19:20,19:25,0,1,2,3,4,1.0,3,46.0
35,5.0,22.751234,75.88949,22.761234,75.89949,9:15,9:25,0,2,2,1,4,0.0,4,15.0
35,4.0,21.149669,72.772629,21.259669,72.882629,21:40,21:50,6,1,0,2,3,0.0,1,50.0
35,4.7,26.921411,75.793604,27.031411,75.903604,21:45,21:50,0,1,1,3,4,1.0,1,41.0
28,4.6,30.319528,78.040267,30.369528,78.090267,21:55,22:05,3,1,1,3,3,0.0,4,11.0
26,4.5,17.424114,78.347554,17.464114,78.387554,13:20,13:35,4,0,0,0,3,1.0,1,40.0
25,4.8,0.0,0.0,0.03,0.03,21:50,21:60,0,1,1,3,4,0.0,1,32.0
25,4.2,19.221315,72.862381,19.291315,72.932381,20:45,20:55,1,1,2,3,3,1.0,1,43.0
0,,17.450851,78.379347,17.500851,78.429347,,18:10,1,3,0,1,3,1.0,1,29.0
27,5.0,12.310972,76.659264,12.420972,76.769264,20:40,20:45,6,1,1,3,4,0.0,1,25.0
25,4.8,22.538999,88.322337,22.548999,88.332337,11:10,11:25,3,0,2,2,3,0.0,1,20.0
33,4.5,12.297954,76.665169,12.387954,76.755169,17:25,17:40,6,3,1,0,3,0.0,3,21.0
26,4.6,13.091809,80.219104,13.221809,80.349104,17:60,18:05,2,3,2,3,4,1.0,1,23.0
32,4.1,15.496162,73.825364,15.566162,73.895364,20:40,20:50,3,1,0,1,3,1.0,3,38.0
38,4.1,18.593481,73.785901,18.663481,73.855901,18:25,18:40,6,3,2,0,4,1.0,1,39.0
0,,23.369746,85.33982,23.419746,85.38982,,21:30,2,1,1,0,3,1.0,1,27.0
23,4.8,17.433809,78.386744,17.463809,78.416744,19:45,19:60,4,1,1,1,3,1.0,1,18.0
29,5.0,0.0,0.0,0.04,0.04,13:55,14:05,3,0,0,1,3,1.0,1,29.0
25,4.5,26.913987,75.752891,27.023987,75.862891,23:30,23:35,1,2,2,1,4,1.0,1,27.0
38,4.8,12.352058,76.60665,12.392058,76.64665,12:30,12:40,6,0,1,2,3,1.0,1,30.0
0,,-26.90294,75.793007,27.01294,75.903007,,24:10,1,2,0,3,3,1.0,1,21.0
30,4.7,11.016298,76.972076,11.096298,77.052076,22:15,22:20,3,2,2,3,4,1.0,1,27.0
37,4.1,13.022394,80.242439,13.072394,80.292439,17:40,17:55,2,3,2,3,4,2.0,1,32.0
0,,-22.32,73.17,22.45,73.3,,18:55,7,5,3,3,4,1.0,1,38.0
34,4.4,23.184992,77.417227,23.204992,77.437227,11:10,11:15,3,0,1,0,4,1.0,1,31.0
29,4.5,12.933298,77.614293,13.013298,77.694293,17:15,17:30,6,3,2,3,2,1.0,1,26.0
28,4.7,18.927584,72.832585,18.947584,72.852585,9:10,9:25,2,2,1,1,3,1.0,1,16.0
29,4.6,11.021278,76.995017,11.091278,77.065017,19:45,19:60,4,1,2,1,2,1.0,1,15.0
20,5.0,12.933298,77.614293,13.043298,77.724293,19:60,20:15,0,1,2,2,3,1.0,3,30.0
38,4.8,22.722634,75.886959,22.792634,75.956959,21:40,21:55,1,1,2,1,4,2.0,1,40.0
32,4.6,13.066762,80.251865,13.096762,80.281865,17:45,17:60,0,3,1,2,4,1.0,1,15.0
24,4.7,13.026286,80.275235,13.056286,80.305235,23:50,24:05,6,2,2,0,4,1.0,1,17.0
30,4.5,0.0,0.0,0.05,0.05,22:60,23:15,2,2,0,1,3,1.0,1,20.0
50,6.0,22.751234,75.88949,22.781234,75.91949,,20:40,7,5,3,0,4,0.0,1,28.0
23,5.0,12.970221,77.645396,13.010221,77.685396,15:50,15:60,3,3,0,2,3,1.0,1,16.0
20,4.8,23.333017,85.3172,23.403017,85.3872,22:30,22:40,4,2,0,1,3,0.0,1,24.0
26,3.9,19.065838,72.832658,19.075838,72.842658,11:60,12:05,4,0,0,0,3,1.0,3,49.0
20,4.9,22.311844,73.165081,22.351844,73.205081,14:45,14:60,4,0,2,0,2,1.0,1,17.0
36,4.6,23.214294,77.435361,23.274294,77.495361,17:55,18:05,2,3,2,0,2,1.0,1,31.0
39,4.9,19.055831,72.833984,19.105831,72.883984,20:60,21:15,4,1,0,0,3,1.0,1,23.0
38,4.9,26.90294,75.793007,26.91294,75.803007,8:15,8:30,4,2,1,0,3,0.0,1,19.0
27,4.5,19.065838,72.832658,19.125838,72.892658,21:10,21:20,0,1,0,3,3,0.0,1,22.0
24,4.6,22.74806,75.8934,22.81806,75.9634,23:50,23:55,1,2,1,2,3,1.0,4,25.0
28,4.6,19.055831,72.833984,19.135831,72.913984,23:20,23:35,1,2,1,2,3,0.0,1,29.0
28,4.6,12.304569,76.643622,12.414569,76.753622,19:30,19:35,0,1,1,0,4,1.0,1,34.0
30,4.0,22.728163,75.884212,22.768163,75.924212,12:10,12:25,0,0,2,0,2,0.0,1,39.0
29,4.1,22.311358,73.164798,22.341358,73.194798,19:45,19:60,4,1,0,1,3,1.0,1,42.0
30,5.0,22.745536,75.893106,22.755536,75.903106,9:40,9:45,4,2,2,1,4,1.0,1,19.0
0,,12.972161,77.596014,12.982161,77.606014,,10:30,6,2,2,0,4,0.0,1,14.0
37,5.0,21.149569,72.772697,21.199569,72.822697,20:20,20:30,6,1,2,0,4,0.0,1,33.0
37,4.8,12.970221,77.645396,13.000221,77.675396,22:45,22:55,2,2,2,1,3,1.0,1,22.0
29,4.8,13.005801,80.250744,13.085801,80.330744,21:45,21:55,0,1,0,2,3,2.0,1,43.0
38,5.0,26.902328,75.794257,26.992328,75.884257,18:20,18:35,0,3,2,3,4,2.0,1,42.0
25,4.7,11.025083,77.015393,11.095083,77.085393,22:35,22:50,2,2,1,3,4,0.0,1,19.0
34,4.8,11.016298,76.972076,11.066298,77.022076,23:60,24:15,3,2,2,3,4,1.0,1,29.0
34,4.7,15.157944,73.950889,15.227944,74.020889,21:20,21:25,4,1,1,1,3,1.0,1,20.0
24,5.0,19.103249,72.846749,19.233249,72.976749,20:15,20:30,3,1,0,2,3,0.0,1,29.0
24,4.7,0.0,0.0,0.08,0.08,19:40,19:45,4,1,2,1,3,0.0,3,12.0
21,4.6,12.337928,76.617889,12.377928,76.657889,13:40,13:50,2,0,1,2,4,0.0,4,14.0
39,4.6,18.592718,73.773572,18.652718,73.833572,17:15,17:30,3,3,2,3,2,0.0,1,34.0
20,4.7,0.0,0.0,0.08,0.08,22:25,22:35,6,2,0,1,3,1.0,1,22.0
0,,17.455894,78.375467,17.525894,78.445467,17:45,17:55,0,3,0,0,3,0.0,1,47.0
24,4.5,23.351489,85.324253,23.441489,85.414253,19:25,19:40,2,1,1,3,4,1.0,3,19.0
35,4.8,22.514688,88.393294,22.604688,88.483294,17:50,17:55,2,3,1,2,3,1.0,1,24.0
26,4.9,26.88842,75.800689,26.89842,75.810689,11:15,11:25,4,0,2,3,4,0.0,3,13.0
29,4.6,22.761593,75.886362,22.821593,75.946362,17:15,17:20,2,3,2,2,2,1.0,1,22.0
0,,18.543626,73.905101,18.653626,74.015101,,22:35,2,2,2,3,2,0.0,3,11.0
30,4.7,13.091809,80.219104,13.101809,80.229104,8:50,8:60,4,2,1,0,4,1.0,1,16.0
22,4.8,11.006686,76.951736,11.116686,77.061736,22:15,22:30,6,2,2,3,3,0.0,3,12.0
33,4.4,18.563934,73.915367,18.673935,74.025367,20:25,20:30,0,1,2,1,2,0.0,3,43.0
31,4.6,12.981615,80.231598,13.091615,80.341598,20:20,20:25,4,1,2,2,4,0.0,1,18.0
36,4.9,19.874733,75.353942,19.934733,75.413942,18:10,18:20,4,3,1,2,4,0.0,3,19.0
27,4.6,21.186438,72.794115,21.296438,72.904115,20:25,20:40,0,1,0,3,3,1.0,1,40.0
22,4.5,22.725835,75.887648,22.765835,75.927648,12:35,12:50,6,0,1,2,4,1.0,1,11.0
33,4.7,19.055831,72.833984,19.105831,72.883984,20:60,21:10,3,1,1,0,3,,1,27.0
34,4.8,21.15276,72.778059,21.20276,72.828059,23:20,23:35,6,2,2,3,4,1.0,1,26.0
27,4.8,13.091809,80.219104,13.161809,80.289104,18:10,18:25,3,3,2,1,3,1.0,1,19.0
0,,27.160832,78.011608,27.200832,78.051608,,16:15,7,5,3,3,4,1.0,1,28.0
39,4.5,30.893384,75.821202,30.913384,75.841202,9:50,9:55,3,2,1,1,4,0.0,1,26.0
28,4.8,19.875908,75.358888,19.955908,75.438888,21:55,22:05,4,1,2,0,4,1.0,1,22.0
27,4.7,17.428294,78.404423,17.518294,78.494423,20:55,21:05,4,1,1,1,3,,1,13.0
20,4.8,17.483216,78.552111,17.593216,78.662111,17:40,17:45,6,3,0,2,3,1.0,1,26.0
28,4.3,19.178321,72.834715,19.248321,72.904715,20:20,20:35,3,1,0,2,3,1.0,3,32.0
30,4.5,17.483216,78.552111,17.553216,78.622111,20:50,20:55,6,1,1,1,4,1.0,1,38.0
30,4.8,17.450851,78.379347,17.470851,78.399347,8:15,8:25,3,2,1,3,3,0.0,1,23.0
21,4.6,21.149569,72.772697,21.199569,72.822697,21:30,21:35,3,1,1,3,4,0.0,1,20.0
34,4.4,12.323978,76.627961,12.343978,76.647961,9:50,10:05,3,2,0,1,3,0.0,1,21.0
20,4.8,9.966783,76.242981,10.096783,76.372981,18:10,18:15,3,3,0,3,3,0.0,1,20.0
25,4.9,0.0,0.0,0.06,0.06,23:35,23:50,2,2,1,2,3,1.0,1,16.0
21,4.6,26.474986,80.342796,26.494986,80.362796,9:15,9:30,4,2,0,1,3,1.0,3,10.0
27,4.6,12.352058,76.60665,12.422058,76.67665,19:55,20:05,1,1,0,1,3,2.0,1,44.0
21,4.7,0.0,0.0,0.02,0.02,11:50,11:60,2,0,0,1,3,0.0,3,15.0
20,4.5,18.593481,73.785901,18.673481,73.865901,19:10,19:25,4,1,2,2,2,0.0,4,13.0
39,4.5,12.304569,76.643622,12.364569,76.703622,23:35,23:45,3,2,0,3,3,1.0,1,20.0
27,5.0,9.966783,76.242981,10.076783,76.352981,21:60,22:10,3,1,1,3,4,1.0,1,22.0
25,4.6,12.906229,77.596791,12.956229,77.646791,21:20,21:30,1,1,2,0,4,1.0,4,33.0
26,5.0,17.483216,78.552111,17.503216,78.572111,8:35,8:50,6,2,2,1,4,1.0,1,14.0
26,4.9,21.157729,72.768726,21.227729,72.838726,21:15,21:20,6,1,2,3,4,0.0,1,26.0
39,4.9,12.934365,77.616155,13.044365,77.726155,19:10,19:20,3,1,2,1,2,1.0,3,29.0
26,4.2,12.933284,77.615428,13.063284,77.745428,21:60,22:05,2,1,0,2,3,1.0,1,39.0
38,5.0,21.15276,72.778059,21.16276,72.788059,9:30,9:35,3,2,1,1,3,1.0,1,27.0
33,4.7,12.935662,77.61413,12.955662,77.63413,8:45,8:50,1,2,2,3,4,0.0,1,15.0
28,4.7,13.086438,80.220672,13.196438,80.330672,21:60,22:05,1,1,1,1,3,1.0,3,30.0
23,4.6,12.337978,76.616792,12.417978,76.696792,17:45,17:50,4,3,2,0,4,0.0,3,15.0
38,4.7,18.516216,73.842527,18.626216,73.952527,19:60,20:10,1,1,0,0,3,2.0,1,49.0
33,4.1,17.422819,78.449578,17.502819,78.529578,20:35,20:40,6,1,0,1,3,1.0,3,40.0
36,4.9,19.876428,75.364792,19.926428,75.414792,23:35,23:40,0,2,2,0,3,0.0,3,17.0
30,4.9,12.934179,77.615797,13.004179,77.685797,23:45,23:50,2,2,2,3,4,1.0,1,16.0
27,4.5,18.994049,72.825203,19.054049,72.885203,18:40,18:45,0,3,1,3,4,1.0,3,11.0
27,5.0,15.498603,73.826911,15.588603,73.916911,20:50,21:05,6,1,2,2,4,1.0,4,21.0
38,4.8,23.374989,85.335486,23.444989,85.405486,21:10,21:20,4,1,2,1,2,0.0,1,19.0
25,4.9,18.56245,73.916619,18.57245,73.926619,11:50,11:55,6,0,2,0,4,1.0,1,29.0
24,4.8,13.066762,80.251865,13.086762,80.271865,10:20,10:25,4,2,0,3,3,0.0,1,17.0
25,4.3,17.440827,78.393391,17.570827,78.523391,20:60,21:10,2,1,0,2,3,2.0,1,38.0
30,4.9,22.695207,75.866059,22.825207,75.996059,23:55,24:05,1,2,1,2,4,1.0,1,27.0
36,4.7,26.902908,75.792934,26.992908,75.882934,21:45,21:50,1,1,0,2,3,1.0,1,47.0
26,4.7,19.254567,72.848923,19.324567,72.918923,20:60,21:15,0,1,0,0,3,1.0,1,41.0
35,4.7,25.453436,81.833167,25.493436,81.873167,14:45,14:50,0,0,2,1,4,1.0,1,29.0
0,,23.354422,85.3329,23.394422,85.3729,,15:05,7,5,1,2,4,1.0,1,22.0
29,4.7,22.310329,73.169083,22.320329,73.179083,11:15,11:30,1,0,1,1,3,1.0,3,30.0
23,4.5,18.530963,73.828972,18.580963,73.878972,18:60,19:10,2,3,0,0,3,0.0,3,18.0
32,4.9,0.0,0.0,0.04,0.04,13:10,13:15,6,0,1,2,3,0.0,1,30.0
24,5.0,22.760072,75.892574,22.850072,75.982574,22:20,22:30,1,2,1,2,4,1.0,1,26.0
34,4.9,18.530963,73.828972,18.600963,73.898972,17:20,17:25,1,3,1,2,3,1.0,1,30.0
36,4.2,17.450851,78.379347,17.470851,78.399347,9:25,9:40,2,2,0,3,3,1.0,1,23.0
25,4.6,10.003064,76.307589,10.073064,76.377589,21:20,21:30,4,1,0,1,3,,3,19.0
34,4.9,12.934179,77.615797,13.064179,77.745797,23:10,23:15,6,2,2,1,3,1.0,1,20.0
36,4.9,0.0,0.0,0.05,0.05,22:15,22:30,4,2,0,0,3,1.0,1,28.0
34,4.6,17.45971,78.368855,17.49971,78.408855,13:45,13:50,4,0,1,1,3,0.0,1,22.0
22,5.0,12.323194,76.630583,12.383194,76.690583,17:15,17:30,6,3,0,2,3,1.0,1,21.0
35,4.3,21.149669,72.772629,21.179669,72.802629,23:20,23:35,3,2,0,0,3,1.0,1,32.0
33,4.7,27.195928,77.998092,27.205928,78.008092,10:20,10:25,0,2,0,2,3,1.0,1,25.0
34,4.2,26.913726,75.75282,26.963726,75.80282,21:40,21:45,1,1,2,1,2,1.0,1,37.0
20,4.7,30.890184,75.829615,30.920184,75.859615,17:60,18:05,4,3,2,0,3,0.0,3,10.0
27,5.0,26.846156,75.8023,26.906156,75.8623,17:55,18:05,6,3,0,0,3,1.0,1,28.0
21,4.8,30.885915,75.788259,31.025915,75.928259,21:30,21:45,6,1,0,3,3,1.0,1,31.0
37,4.0,18.563934,73.915367,18.593934,73.945367,17:50,17:55,2,3,0,2,3,1.0,1,33.0
24,4.0,0.0,0.0,0.08,0.08,18:30,18:35,0,3,1,1,3,1.0,3,36.0
31,4.5,19.22384,72.841347,19.30384,72.921347,18:50,19:05,2,3,2,1,2,1.0,1,28.0
25,4.9,18.927584,72.832585,19.037584,72.942585,19:25,19:35,0,1,0,3,3,0.0,1,46.0
25,4.9,0.0,0.0,0.09,0.09,22:15,22:25,2,2,1,3,4,1.0,4,16.0
20,4.8,26.913987,75.752891,27.003987,75.842891,19:25,19:40,4,1,2,2,4,1.0,1,24.0
32,4.8,30.332735,78.054222,30.342735,78.064222,8:50,9:05,6,2,1,0,4,1.0,1,29.0
36,4.1,17.430448,78.418213,17.440448,78.428213,8:20,8:25,6,2,0,1,3,0.0,1,21.0
32,4.6,23.351058,85.325731,23.371058,85.345731,10:40,10:50,6,2,2,0,4,1.0,1,24.0
34,4.1,11.003008,76.97544,11.033008,77.00544,23:35,23:50,2,2,0,0,3,0.0,3,24.0
34,5.0,30.905562,75.832841,30.945562,75.872841,16:30,16:35,0,3,0,1,3,1.0,1,34.0
28,4.8,22.310526,73.170937,22.340526,73.200937,17:25,17:35,0,3,2,2,3,0.0,1,17.0
23,4.7,18.994049,72.825203,19.124049,72.955203,23:45,23:50,3,2,1,0,4,0.0,3,18.0
35,4.7,12.986047,80.218114,13.026047,80.258114,13:20,13:35,3,0,2,3,4,1.0,3,28.0
29,4.7,9.979363,76.285001,10.069363,76.375001,22:20,22:25,4,2,1,1,3,1.0,1,30.0
38,4.7,13.086438,80.220672,13.096438,80.230672,9:50,10:05,0,2,1,1,3,1.0,4,17.0
37,4.6,12.986047,80.218114,13.046047,80.278114,21:20,21:30,4,1,1,2,4,1.0,1,22.0
22,4.9,11.016298,76.972076,11.086298,77.042076,19:10,19:20,4,1,1,3,3,1.0,3,24.0
30,4.7,11.003669,76.976494,11.023669,76.996494,8:20,8:25,1,2,0,0,3,,1,22.0
20,4.8,12.972793,80.249982,13.062793,80.339982,22:10,22:20,3,2,1,3,4,0.0,1,11.0
28,4.8,12.972161,77.596014,13.082161,77.706014,17:10,17:15,3,3,1,3,4,0.0,1,21.0
39,4.6,22.727021,75.884167,22.787021,75.944167,18:45,18:55,1,3,0,2,3,0.0,3,29.0
35,4.7,15.51315,73.78346,15.57315,73.84346,20:60,21:15,3,1,2,1,3,1.0,1,26.0
26,4.9,21.175104,72.804342,21.265104,72.894342,21:15,21:20,1,1,0,3,3,1.0,1,42.0
32,4.9,12.326356,76.619103,12.336356,76.629103,8:35,8:45,6,2,1,3,3,1.0,1,28.0
25,4.8,11.000762,76.981876,11.040762,77.021876,14:25,14:35,2,0,0,1,3,1.0,1,32.0
34,4.5,22.751857,75.866699,22.811857,75.926699,20:30,20:45,4,1,1,0,4,1.0,3,24.0
34,4.0,11.001852,76.976268,11.031852,77.006268,17:40,17:55,3,3,1,2,4,1.0,3,32.0
29,4.9,21.186884,72.793616,21.316884,72.923616,23:25,23:30,2,2,0,1,3,0.0,1,20.0
35,4.7,23.371292,85.327872,23.431292,85.387872,20:35,20:50,2,1,1,2,3,0.0,1,26.0
21,4.5,26.913726,75.75282,26.963726,75.80282,20:55,21:05,0,1,0,2,3,0.0,1,27.0
35,5.0,23.359407,85.325055,23.399407,85.365055,14:35,14:50,2,0,2,3,4,1.0,1,33.0
38,4.3,22.760072,75.892574,22.890072,76.022574,21:40,21:45,2,1,1,1,4,1.0,1,31.0
23,4.7,22.722634,75.886959,22.812634,75.976959,22:20,22:30,3,2,0,0,3,1.0,1,22.0
24,4.6,11.003008,76.97544,11.043008,77.01544,16:50,16:60,2,3,2,1,4,1.0,1,26.0
28,4.8,17.41233,78.449654,17.46233,78.499654,22:20,22:25,0,2,0,3,3,1.0,3,20.0
21,4.6,30.89286,75.822199,31.02286,75.952199,19:30,19:40,1,1,1,2,4,,3,30.0
22,4.7,12.913041,77.683237,12.983041,77.753237,19:20,19:25,4,1,1,2,3,0.0,3,17.0
33,4.9,13.005801,80.250744,13.085801,80.330744,20:15,20:20,4,1,1,3,3,1.0,1,15.0
34,3.7,23.357804,85.325146,23.447804,85.415146,17:30,17:40,2,3,1,3,3,1.0,1,31.0
29,4.6,12.981615,80.231598,13.111615,80.361598,20:55,20:60,3,1,1,0,3,1.0,1,16.0
0,,22.526461,88.364453,22.606461,88.444453,,18:35,4,3,2,1,2,1.0,1,15.0
38,4.3,23.359407,85.325055,23.399407,85.365055,12:60,13:15,0,0,0,2,3,1.0,3,31.0
21,4.7,12.949934,77.699386,13.009934,77.759386,20:10,20:15,6,1,2,3,4,1.0,1,22.0
21,4.6,11.000762,76.981876,11.010762,76.991876,9:40,9:50,2,2,1,1,4,0.0,1,16.0
36,4.5,21.170096,72.789122,21.230096,72.849122,17:35,17:45,4,3,1,3,3,0.0,3,18.0
28,4.8,21.186438,72.794115,21.246438,72.854115,17:55,17:60,0,3,0,1,3,1.0,3,29.0
21,4.8,13.005801,80.250744,13.085801,80.330744,23:25,23:35,1,2,1,0,3,1.0,1,24.0
33,4.7,13.022394,80.242439,13.102394,80.322439,22:40,22:50,4,2,2,1,4,1.0,1,22.0
0,,19.1813,72.836191,19.2113,72.866191,,20:35,7,5,2,0,4,1.0,1,32.0
35,4.4,12.337928,76.617889,12.427928,76.707889,18:20,18:35,3,3,1,1,3,1.0,1,31.0
23,4.7,12.321214,76.621094,12.401214,76.701094,17:35,17:40,3,3,0,0,3,1.0,3,29.0
0,,22.695207,75.866059,22.825207,75.996059,,17:15,0,3,0,0,3,2.0,3,48.0
22,4.6,18.533811,73.899315,18.663811,74.029315,21:35,21:45,0,1,0,1,3,2.0,1,49.0
35,4.3,18.546258,73.904337,18.616258,73.974337,18:40,18:55,2,3,1,1,4,1.0,1,37.0
25,4.3,12.970324,77.645748,12.980324,77.655748,10:60,11:10,2,2,0,2,3,0.0,1,25.0
