DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,WeatherCondition,RoadTrafficDensity,VehicleCondition,TypeOfOrder,VehicleType,MultipleDeliveries,City,Distance(km)
35,4.7,21.55,22.1,Stormy,Jam,1,Snack,Motorcycle,0.0,Metropolitan,9.315745361545886
32,4.8,22.45,22.5,Cloudy,Low,2,Meal,Scooter,1.0,Metropolitan,4.596251207088927
34,4.0,18.35,18.4,Windy,Medium,2,Meal,Scooter,1.0,Urban,4.560961191343599
28,4.9,20.5,20.6,Stormy,Jam,2,Drinks,Scooter,0.0,Urban,16.383856071848083
35,4.8,8.55,9.1,Sunny,Low,1,Snack,Scooter,0.0,Metropolitan,1.5320260227341909
23,4.9,17.5,17.6,Cloudy,Medium,2,Drinks,ElectricScooter,1.0,Metropolitan,10.72504264384306
28,4.6,14.45,14.5,Sandstorms,High,1,Buffet,Motorcycle,0.0,Metropolitan,6.2179328802641525
32,4.9,21.15,21.2,Windy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,16.72115728076054
34,4.0,17.4,17.55,Stormy,Medium,1,Meal,Scooter,1.0,Urban,4.67433301643506
31,4.2,17.4,17.5,Windy,Medium,2,Drinks,Scooter,1.0,Metropolitan,13.582337494192412
25,4.5,21.35,21.5,Stormy,Jam,1,Drinks,Scooter,0.0,Metropolitan,19.042397449611613
24,4.9,22.2,22.3,Stormy,Low,2,Snack,Scooter,1.0,Urban,7.342575883380827
36,4.1,8.2,8.25,Windy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,1.5368334425195926
27,4.8,13.6,14.05,Cloudy,High,1,Buffet,Motorcycle,0.0,Urban,6.081185877714607
23,5.0,23.5,23.6,Stormy,Low,1,Meal,Motorcycle,1.0,Urban,9.314976789360625
38,4.1,18.25,18.4,Windy,Medium,2,Buffet,Scooter,1.0,Metropolitan,10.723264172167632
25,4.3,11.6,12.15,Sandstorms,High,0,Buffet,Motorcycle,1.0,Metropolitan,3.064002956584147
20,4.6,12.45,12.6,Sandstorms,High,0,Drinks,Motorcycle,0.0,Urban,6.2105896103141776
24,4.9,21.25,21.4,Cloudy,Jam,0,Meal,Motorcycle,2.0,Metropolitan,10.565128845647761
36,4.2,22.25,22.35,Cloudy,Low,2,Buffet,ElectricScooter,0.0,Metropolitan,16.600272418856072
34,4.9,16.55,17.05,Sandstorms,Medium,0,Drinks,Motorcycle,0.0,Urban,6.210030477135088
33,4.5,17.5,17.55,Sunny,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,9.219708856174128
21,4.8,23.2,23.25,Windy,Low,2,Buffet,ElectricScooter,0.0,Urban,19.688308620509066
36,4.9,21.6,22.15,Cloudy,Jam,2,Meal,Scooter,1.0,Metropolitan,7.68369791028496
20,4.7,22.55,23.05,Cloudy,Low,1,Meal,Scooter,1.0,Urban,13.403654333869838
38,4.9,20.6,21.05,Sandstorms,Jam,2,Meal,Scooter,2.0,Metropolitan,4.529611222928802
21,4.5,9.45,9.5,Windy,Low,2,Snack,Motorcycle,1.0,Semi-Urban,1.5204190072774333
25,4.7,22.35,22.5,Sandstorms,Low,1,Snack,Scooter,0.0,Metropolitan,10.90598905626876
26,4.4,14.35,14.4,Sunny,High,0,Buffet,Motorcycle,1.0,Metropolitan,6.117761953594232
28,4.9,10.6,11.15,Sandstorms,Low,1,Meal,Scooter,1.0,Urban,3.0736184684147863
38,5.0,19.6,20.1,Sandstorms,Jam,2,Snack,Scooter,1.0,Metropolitan,9.12210553959038
30,4.7,22.1,22.2,Sunny,Low,1,Snack,Motorcycle,0.0,Urban,8.929003109241874
34,4.7,20.5,21.05,Sunny,Jam,1,Snack,Motorcycle,1.0,Metropolitan,10.75710880025813
25,4.1,23.55,24.05,Stormy,Low,0,Buffet,Motorcycle,1.0,Urban,7.772241951547949
24,4.6,23.5,23.55,Fog,Low,1,Meal,Motorcycle,1.0,Semi-Urban,10.587023705098991
31,4.8,17.15,17.3,Stormy,Medium,2,Buffet,Scooter,1.0,Metropolitan,20.178893713604634
24,4.9,21.45,21.5,Windy,Jam,2,Snack,Scooter,1.0,Metropolitan,20.254010036496762
35,4.7,23.15,23.3,Cloudy,Low,2,Drinks,ElectricScooter,1.0,Metropolitan,16.600066636057477
39,4.7,18.3,18.4,Stormy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,10.756273454297123
27,4.7,9.55,10.1,Sandstorms,Low,2,Meal,Scooter,1.0,Urban,3.087996686128697
33,4.0,13.55,14.05,Sandstorms,High,0,Meal,Motorcycle,1.0,Metropolitan,6.058844117462931
38,4.8,8.3,8.45,Stormy,Low,2,Drinks,ElectricScooter,0.0,Urban,2.979626144829987
31,4.3,20.25,20.4,Sandstorms,Jam,1,Snack,Scooter,0.0,Metropolitan,19.88701283582688
24,4.5,22.45,22.5,Cloudy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,10.70546847853061
21,4.9,22.5,23.05,Fog,Low,1,Drinks,Motorcycle,0.0,Metropolitan,4.6105980334862275
35,4.5,9.15,9.2,Windy,Low,1,Snack,Motorcycle,0.0,Urban,3.052735829416971
35,4.6,9.3,9.45,Fog,Low,0,Meal,Motorcycle,1.0,Urban,1.5525609831264333
35,4.0,21.4,21.5,Windy,Jam,0,Meal,Motorcycle,0.0,Metropolitan,16.722543155307
34,4.7,20.3,20.35,Sunny,Jam,1,Buffet,Scooter,1.0,Urban,20.852513503426962
22,4.7,18.1,18.2,Cloudy,Medium,1,Snack,Scooter,1.0,Metropolitan,16.635518179509837
39,4.9,23.25,23.35,Windy,Low,2,Snack,Scooter,0.0,Urban,7.724074530277346
23,5.0,18.3,18.35,Fog,Medium,1,Buffet,Scooter,1.0,Metropolitan,17.07747121287486
21,4.7,20.2,20.25,Sunny,Jam,2,Drinks,Scooter,0.0,Metropolitan,4.596576884051942
35,4.2,21.2,21.25,Cloudy,Jam,2,Drinks,Scooter,1.0,Metropolitan,4.469162258883671
34,4.8,21.1,21.2,Sunny,Jam,2,Buffet,Scooter,1.0,Metropolitan,9.19151681625338
35,4.8,12.45,12.6,Sunny,High,0,Buffet,Motorcycle,1.0,Metropolitan,6.217860329667253
31,5.0,20.2,20.3,Windy,Jam,2,Drinks,Motorcycle,1.0,Metropolitan,17.09806123890409
33,4.9,8.15,8.3,Windy,Low,1,Snack,Motorcycle,1.0,Metropolitan,1.5294841760997977
38,4.5,10.2,10.25,Windy,Low,1,Meal,Motorcycle,1.0,Urban,1.5524171512659315
28,4.6,11.3,11.35,Stormy,High,2,Buffet,Scooter,0.0,Metropolitan,1.536802066394733
33,4.9,11.6,12.1,Cloudy,High,2,Buffet,ElectricScooter,1.0,Metropolitan,3.105091096509636
23,4.7,20.2,20.3,Sandstorms,Jam,1,Drinks,Scooter,0.0,Urban,7.66095172081025
20,5.0,14.5,14.6,Windy,High,1,Drinks,Scooter,1.0,Metropolitan,6.050438648835732
29,4.7,9.6,10.1,Fog,Low,2,Snack,ElectricScooter,0.0,Urban,1.5581322655568652
36,4.2,21.15,21.25,Fog,Jam,1,Meal,Scooter,1.0,Metropolitan,9.348114492434787
27,4.2,19.3,19.4,Windy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,19.688553005364493
27,4.2,20.3,20.35,Stormy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,13.763896210757977
26,4.7,19.45,19.5,Stormy,Jam,1,Meal,Scooter,0.0,Urban,7.648947507755509
28,4.9,10.2,10.3,Sunny,Low,0,Drinks,Motorcycle,0.0,Metropolitan,3.0734222587643045
39,4.6,18.3,18.45,Stormy,Medium,2,Buffet,Motorcycle,1.0,Metropolitan,12.098761963862449
21,4.5,19.5,19.55,Fog,Jam,0,Snack,Motorcycle,1.0,Metropolitan,20.206260324074304
38,4.6,23.2,23.25,Sandstorms,Low,2,Meal,Scooter,1.0,Metropolitan,7.601874226722028
25,4.8,22.35,22.5,Stormy,Low,1,Meal,Motorcycle,1.0,Metropolitan,4.663438748149054
34,4.2,18.25,18.35,Cloudy,Medium,0,Buffet,Motorcycle,1.0,Urban,8.93778311563518
27,4.3,8.3,8.4,Stormy,Low,0,Buffet,Motorcycle,1.0,Urban,1.55813398149798
35,5.0,9.15,9.25,Cloudy,Low,2,Drinks,Scooter,0.0,Semi-Urban,1.5125686168842198
34,4.1,20.55,21.1,Sandstorms,Jam,0,Meal,Motorcycle,1.0,Metropolitan,19.760091519675676
35,4.8,18.25,18.4,Cloudy,Medium,1,Drinks,Scooter,0.0,Metropolitan,4.65818248829983
28,4.5,18.45,18.6,Cloudy,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,12.074224380435524
25,5.0,15.1,15.25,Stormy,Medium,2,Meal,ElectricScooter,1.0,Metropolitan,6.040034059163726
26,4.8,13.15,13.2,Sunny,High,2,Snack,ElectricScooter,0.0,Metropolitan,5.958965689667192
31,4.9,21.45,21.5,Sunny,Jam,2,Buffet,Scooter,0.0,Metropolitan,4.537513326842717
27,4.6,22.2,22.25,Sandstorms,Low,2,Buffet,Scooter,0.0,Metropolitan,10.907140151568116
21,4.6,21.35,21.5,Windy,Jam,1,Buffet,Scooter,1.0,Metropolitan,13.971881683316301
28,4.8,19.5,20.05,Fog,Jam,0,Meal,Motorcycle,2.0,Metropolitan,12.419848147906496
23,4.8,19.45,19.6,Sunny,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,4.610339345524684
37,5.0,8.6,9.1,Windy,Low,1,Drinks,Scooter,1.0,Urban,3.052735829416971
34,4.7,21.2,21.25,Sunny,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,10.817079414296114
37,4.3,13.4,13.45,Fog,High,1,Drinks,Scooter,0.0,Urban,6.217525604924386
39,4.8,17.25,17.3,Sunny,Medium,2,Meal,Motorcycle,0.0,Metropolitan,13.611337814321281
22,5.0,11.25,11.4,Cloudy,High,2,Meal,Scooter,0.0,Metropolitan,3.1053699758611546
20,4.9,17.3,17.45,Sandstorms,Medium,2,Meal,Scooter,0.0,Metropolitan,17.073537690614117
31,3.5,21.6,22.15,Sandstorms,Jam,1,Buffet,Scooter,1.0,Metropolitan,13.972036025783174
20,4.9,22.4,22.5,Stormy,Low,2,Snack,Scooter,1.0,Metropolitan,16.984098986960163
20,4.6,19.15,19.2,Windy,Jam,0,Meal,Motorcycle,1.0,Urban,10.866360907886408
25,4.9,21.45,21.5,Fog,Jam,0,Buffet,Motorcycle,2.0,Metropolitan,12.417687564200063
28,5.0,22.35,22.45,Windy,Low,0,Snack,Motorcycle,0.0,Urban,13.73594217639692
22,4.9,20.2,20.35,Sandstorms,Jam,0,Meal,Motorcycle,0.0,Metropolitan,4.464864633689885
33,4.8,9.2,9.3,Sandstorms,Low,1,Buffet,Scooter,0.0,Urban,1.513073455729525
35,4.2,19.55,20.05,Sunny,Jam,2,Buffet,Motorcycle,1.0,Urban,17.13749142638821
27,4.6,11.15,11.2,Sandstorms,High,0,Snack,Motorcycle,0.0,Metropolitan,1.5580874730609473
21,4.9,8.5,8.55,Sandstorms,Low,1,Buffet,Scooter,1.0,Metropolitan,1.5125654463644045
24,4.7,20.6,21.15,Cloudy,Jam,2,Drinks,Scooter,1.0,Metropolitan,7.562108717550266
29,4.9,19.45,19.5,Fog,Jam,2,Meal,Scooter,0.0,Metropolitan,4.469352052738077
25,4.9,23.3,23.35,Windy,Low,1,Snack,Scooter,1.0,Metropolitan,10.587113705075847
35,4.5,13.5,14.05,Cloudy,High,1,Meal,Motorcycle,0.0,Metropolitan,6.147092755626801
33,3.6,23.5,24.05,Fog,Low,1,Snack,Scooter,1.0,Urban,19.913009545593138
28,4.7,23.35,23.45,Cloudy,Low,0,Buffet,Motorcycle,1.0,Metropolitan,9.12108977493757
36,5.0,19.25,19.4,Sandstorms,Jam,2,Meal,Motorcycle,1.0,Metropolitan,13.612393202818852
23,4.3,22.15,22.2,Stormy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,9.314419797615273
21,4.6,22.6,23.1,Fog,Low,0,Meal,Motorcycle,1.0,Urban,9.19151681625338
35,4.6,19.5,19.55,Sunny,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,8.938197833558919
32,4.7,19.1,19.25,Cloudy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,19.917038235830073
38,4.0,17.2,17.35,Fog,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,12.418575637818037
37,4.6,17.15,17.2,Windy,Medium,0,Snack,Motorcycle,2.0,Metropolitan,13.830131455506187
20,4.5,20.55,20.6,Windy,Jam,2,Buffet,ElectricScooter,1.0,Urban,19.362825446415226
23,4.7,23.55,24.1,Cloudy,Low,2,Buffet,ElectricScooter,0.0,Metropolitan,12.4179077297463
20,5.0,21.6,22.05,Fog,Jam,1,Drinks,Scooter,1.0,Metropolitan,13.583302501334014
28,4.7,8.1,8.25,Windy,Low,2,Meal,Scooter,1.0,Metropolitan,1.5366213355982792
21,4.4,20.4,20.55,Windy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,12.434913132379245
21,4.2,17.6,18.1,Cloudy,Medium,2,Meal,ElectricScooter,1.0,Metropolitan,20.180635114114715
35,4.3,14.55,14.6,Windy,High,1,Snack,Motorcycle,1.0,Semi-Urban,6.147383751705428
30,4.7,8.2,8.35,Cloudy,Low,1,Drinks,Scooter,1.0,Metropolitan,3.0251186390184004
25,4.6,18.5,19.05,Sandstorms,Medium,1,Snack,Scooter,1.0,Urban,9.179538450826046
36,4.2,9.25,9.4,Sandstorms,Low,0,Snack,Motorcycle,1.0,Metropolitan,3.073462803868858
32,5.0,17.6,18.15,Sunny,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,7.660895664241821
26,3.9,20.35,20.4,Sunny,Jam,0,Meal,Motorcycle,0.0,Metropolitan,4.537400479091801
37,4.6,8.5,9.05,Cloudy,Low,1,Snack,Motorcycle,0.0,Metropolitan,1.4897768153112216
33,4.0,17.1,17.15,Fog,Medium,2,Snack,Scooter,0.0,Metropolitan,10.428102699087153
23,4.9,20.1,20.25,Windy,Jam,2,Buffet,Scooter,1.0,Metropolitan,10.280582064621875
29,4.1,21.15,21.2,Fog,Jam,2,Snack,Motorcycle,1.0,Metropolitan,10.924508385005714
36,4.6,22.55,23.1,Stormy,Low,2,Buffet,Motorcycle,1.0,Urban,13.82913165629175
23,4.9,18.15,18.2,Cloudy,Medium,0,Meal,Motorcycle,0.0,Metropolitan,4.657127681974745
23,4.8,18.3,18.45,Sunny,Medium,0,Meal,Motorcycle,1.0,Metropolitan,12.42069253996503
29,4.0,11.2,11.25,Stormy,High,0,Snack,Motorcycle,1.0,Metropolitan,1.5367158933394087
20,4.5,18.5,18.6,Cloudy,Medium,0,Meal,Motorcycle,1.0,Urban,12.294124530423586
24,4.8,18.1,18.25,Sandstorms,Medium,0,Drinks,Motorcycle,1.0,Metropolitan,19.916122613819716
23,4.1,21.2,21.3,Cloudy,Jam,2,Snack,ElectricScooter,0.0,Semi-Urban,13.620606901382935
24,4.7,23.1,23.2,Sandstorms,Low,2,Meal,Motorcycle,0.0,Urban,12.256834609677016
36,4.2,17.5,18.05,Windy,Medium,1,Drinks,Scooter,1.0,Urban,17.073813051007523
38,4.8,22.45,22.55,Fog,Low,1,Buffet,Motorcycle,1.0,Metropolitan,4.674266565274251
35,4.7,10.1,10.15,Fog,Low,0,Meal,Motorcycle,0.0,Metropolitan,3.116128490575321
26,4.8,20.1,20.25,Stormy,Jam,2,Drinks,Scooter,0.0,Urban,14.021812013196106
35,4.6,11.45,11.6,Windy,High,0,Meal,Motorcycle,1.0,Metropolitan,3.1053699758611546
21,4.9,18.5,18.6,Sunny,Medium,2,Buffet,ElectricScooter,0.0,Urban,19.659373527443684
26,4.3,8.25,8.4,Stormy,Low,0,Drinks,Motorcycle,0.0,Urban,3.1214062495331616
20,4.7,21.2,21.25,Cloudy,Jam,1,Meal,Motorcycle,1.0,Metropolitan,9.192119121311745
32,4.9,22.2,22.25,Windy,Low,2,Snack,Scooter,1.0,Urban,7.573470125639189
24,4.9,11.6,12.1,Sandstorms,High,2,Snack,Scooter,1.0,Urban,3.1161417126181274
20,4.7,17.4,17.55,Sunny,Medium,1,Snack,Motorcycle,1.0,Semi-Urban,16.635770753608572
24,4.0,10.4,10.5,Stormy,Low,0,Drinks,Motorcycle,1.0,Metropolitan,1.5525569843004512
33,4.7,17.45,17.5,Fog,Medium,2,Snack,Motorcycle,0.0,Metropolitan,9.074684164326316
27,4.6,21.35,21.4,Stormy,Jam,1,Meal,Scooter,1.0,Semi-Urban,4.610285665960067
26,4.8,9.3,9.35,Stormy,Low,1,Snack,Scooter,0.0,Metropolitan,1.5203447277401048
37,4.7,18.35,18.45,Sunny,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,10.86869350467311
26,4.8,19.3,19.35,Cloudy,Jam,0,Snack,Motorcycle,1.0,Metropolitan,13.829273672567021
22,4.8,19.3,19.35,Stormy,Jam,1,Drinks,Scooter,1.0,Metropolitan,10.562878909252845
36,4.7,22.25,22.35,Sunny,Low,2,Meal,Motorcycle,0.0,Metropolitan,13.989147573068443
37,4.8,22.25,22.3,Sunny,Low,1,Meal,Scooter,1.0,Urban,16.822056546203214
22,4.9,19.55,20.05,Stormy,Jam,2,Meal,Scooter,1.0,Metropolitan,4.610027010711368
31,4.7,20.15,20.3,Stormy,Jam,1,Drinks,Scooter,1.0,Urban,4.674266565274251
21,4.5,19.4,19.5,Fog,Jam,2,Buffet,Motorcycle,0.0,Metropolitan,9.326651352175272
32,5.0,18.4,18.5,Cloudy,Medium,0,Drinks,Motorcycle,0.0,Metropolitan,10.906257371570659
31,4.8,17.25,17.3,Sunny,Medium,0,Meal,Motorcycle,1.0,Metropolitan,9.315729044609785
38,3.9,20.55,21.05,Windy,Jam,2,Buffet,Scooter,1.0,Metropolitan,10.5864846162781
36,4.3,21.55,22.1,Windy,Jam,1,Meal,Scooter,1.0,Metropolitan,12.243495934752104
28,4.7,10.25,10.3,Windy,Low,1,Meal,Scooter,0.0,Urban,3.0528213653155487
21,4.7,18.6,19.1,Fog,Medium,1,Snack,Scooter,1.0,Metropolitan,12.07933216823287
39,4.8,22.4,22.55,Sandstorms,Low,2,Drinks,Motorcycle,1.0,Metropolitan,7.631222020276562
25,4.8,19.4,19.45,Windy,Jam,2,Drinks,ElectricScooter,1.0,Metropolitan,4.579050685145385
30,4.9,21.35,21.4,Windy,Jam,0,Drinks,Motorcycle,2.0,Metropolitan,20.20729968887068
36,4.7,9.35,9.4,Fog,Low,0,Meal,Motorcycle,0.0,Metropolitan,3.060557773040758
37,4.6,18.1,18.25,Windy,Medium,0,Snack,Motorcycle,1.0,Metropolitan,7.790177003822013
39,4.5,22.3,22.35,Sandstorms,Low,0,Meal,Motorcycle,1.0,Urban,12.232070021478211
22,4.2,23.2,23.25,Stormy,Low,0,Meal,Motorcycle,1.0,Metropolitan,4.657153007152837
37,4.6,9.2,9.3,Sandstorms,Low,2,Snack,Motorcycle,1.0,Metropolitan,1.5527001583674398
29,4.5,20.3,20.4,Windy,Jam,1,Meal,Scooter,1.0,Metropolitan,19.615926964388624
37,4.1,23.2,23.35,Sandstorms,Low,0,Buffet,Motorcycle,1.0,Metropolitan,4.579048174782752
22,4.7,12.2,12.3,Cloudy,High,0,Buffet,Motorcycle,0.0,Metropolitan,6.209485128886319
36,4.6,17.55,18.05,Sandstorms,Medium,2,Buffet,ElectricScooter,1.0,Metropolitan,9.060372371427242
21,4.5,9.3,9.35,Cloudy,Low,0,Snack,Motorcycle,1.0,Metropolitan,1.5203447277401048
24,4.2,19.45,19.6,Windy,Jam,0,Buffet,Motorcycle,2.0,Metropolitan,16.90314234117986
34,4.7,23.35,23.45,Sunny,Low,0,Snack,Motorcycle,1.0,Metropolitan,12.436148456121032
23,5.0,17.45,17.6,Stormy,Medium,2,Buffet,Scooter,1.0,Metropolitan,17.076725433736602
23,4.5,21.4,21.5,Windy,Jam,0,Meal,Motorcycle,0.0,Metropolitan,7.601027931404884
32,4.8,20.3,20.45,Sunny,Jam,2,Meal,ElectricScooter,0.0,Metropolitan,16.385802266862793
30,4.8,22.25,22.35,Fog,Low,2,Snack,Scooter,0.0,Urban,20.17918820668875
35,4.5,19.6,20.15,Stormy,Jam,2,Drinks,Scooter,1.0,Metropolitan,13.76685500858734
24,5.0,20.3,20.35,Windy,Jam,2,Meal,Scooter,1.0,Metropolitan,11.916679298853882
27,4.4,17.3,17.35,Stormy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,10.707860128480876
20,4.9,10.15,10.3,Fog,Low,1,Buffet,Motorcycle,1.0,Metropolitan,3.087779183156497
20,4.9,14.45,14.6,Sunny,High,2,Buffet,ElectricScooter,1.0,Metropolitan,6.058844117462931
23,4.7,22.6,23.1,Windy,Low,2,Buffet,ElectricScooter,1.0,Metropolitan,4.674143698976439
32,5.0,23.3,23.45,Sunny,Low,1,Meal,Motorcycle,0.0,Metropolitan,9.055848504226429
24,4.6,19.1,19.25,Stormy,Jam,1,Snack,Scooter,0.0,Metropolitan,4.5282465767387095
33,4.8,19.45,19.6,Fog,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,7.448937379729502
20,4.9,21.3,21.45,Fog,Jam,2,Buffet,Motorcycle,0.0,Urban,7.7614224372753755
33,4.7,9.2,9.25,Cloudy,Low,0,Snack,Motorcycle,1.0,Urban,1.5323596444882273
33,4.8,23.1,23.25,Stormy,Low,1,Buffet,Motorcycle,0.0,Urban,10.724430107278945
30,4.8,22.35,22.4,Fog,Low,2,Drinks,ElectricScooter,0.0,Metropolitan,11.917100051488791
32,4.8,15.25,15.3,Stormy,Medium,0,Meal,Motorcycle,1.0,Metropolitan,6.081596950437154
30,4.6,17.55,17.6,Stormy,Medium,1,Snack,Scooter,0.0,Urban,9.32635938574064
37,4.2,22.6,23.15,Windy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,9.363672588462148
36,4.9,18.3,18.4,Fog,Medium,0,Snack,Motorcycle,0.0,Metropolitan,19.62707255959286
30,3.6,21.6,22.15,Stormy,Jam,1,Snack,Scooter,1.0,Metropolitan,17.09875410817548
38,4.6,23.25,23.3,Sunny,Low,1,Snack,Motorcycle,0.0,Metropolitan,16.85256546543028
35,4.7,21.6,22.15,Stormy,Jam,0,Meal,Motorcycle,1.0,Metropolitan,11.917100051488791
32,4.8,22.15,22.25,Stormy,Low,2,Buffet,Scooter,1.0,Semi-Urban,19.471476176410082
33,4.7,18.25,18.35,Sandstorms,Medium,2,Snack,Scooter,0.0,Metropolitan,13.68204452608078
39,5.0,19.4,19.45,Cloudy,Jam,0,Buffet,Motorcycle,1.0,Metropolitan,7.5620699721624804
20,4.8,22.1,22.2,Stormy,Low,1,Snack,Scooter,0.0,Metropolitan,13.972123977178622
23,5.0,17.1,17.25,Stormy,Medium,0,Buffet,Motorcycle,1.0,Metropolitan,9.055898607912091
35,4.7,11.1,11.25,Fog,High,1,Meal,Motorcycle,0.0,Urban,3.0527511596434675
27,4.6,23.2,23.3,Fog,Low,2,Meal,ElectricScooter,1.0,Urban,20.20724042537554
25,4.0,8.5,8.6,Stormy,Low,0,Snack,Motorcycle,1.0,Metropolitan,3.026096197898999
25,4.9,20.3,20.35,Windy,Jam,2,Snack,Scooter,1.0,Metropolitan,13.61244755449679
38,4.8,9.55,9.6,Fog,Low,1,Drinks,Scooter,1.0,Semi-Urban,3.087924681704674
22,3.8,19.3,19.35,Sunny,Jam,0,Snack,Motorcycle,1.0,Urban,7.601385733164932
20,4.5,19.1,19.25,Sunny,Jam,2,Meal,ElectricScooter,0.0,Semi-Urban,12.254988311075596
31,4.9,18.45,18.55,Fog,Medium,0,Snack,Motorcycle,3.0,Metropolitan,12.162424445777306
22,4.3,9.35,9.45,Windy,Low,0,Drinks,Motorcycle,0.0,Metropolitan,1.554514382186963
34,4.7,19.6,20.1,Windy,Jam,1,Meal,Scooter,0.0,Urban,12.421407858787804
24,5.0,19.1,19.25,Sandstorms,Jam,2,Buffet,Motorcycle,1.0,Metropolitan,13.584306064167167
21,5.0,23.45,23.55,Cloudy,Low,0,Drinks,Motorcycle,1.0,Metropolitan,12.209907712718547
29,4.8,19.2,19.35,Stormy,Jam,2,Meal,Scooter,0.0,Urban,12.418408999826822
22,4.8,22.15,22.3,Windy,Low,2,Snack,Motorcycle,0.0,Urban,17.13793593144315
29,5.0,12.1,12.25,Windy,High,0,Meal,Motorcycle,0.0,Metropolitan,6.232150258829198
38,4.4,20.15,20.3,Windy,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,8.929054495274071
39,4.7,15.15,15.2,Sunny,Medium,2,Buffet,Scooter,1.0,Metropolitan,5.8604207331306855
32,4.9,17.1,17.15,Windy,Medium,2,Meal,Motorcycle,0.0,Metropolitan,7.549967178616325
37,4.6,23.55,23.6,Windy,Low,0,Snack,Motorcycle,1.0,Urban,12.420345124240976
37,4.9,11.25,11.3,Cloudy,High,0,Drinks,Motorcycle,1.0,Metropolitan,1.5369113551350593
39,4.8,22.5,22.55,Stormy,Low,0,Drinks,Motorcycle,1.0,Semi-Urban,10.707675026486205
26,4.8,22.45,22.5,Sunny,Low,0,Snack,Motorcycle,1.0,Metropolitan,13.583267699065033
29,4.3,11.45,11.55,Sunny,High,0,Meal,Motorcycle,1.0,Urban,1.5606496923639468
36,4.9,16.15,16.25,Windy,Medium,0,Buffet,Motorcycle,2.0,Urban,6.037116126732456
20,5.0,18.6,19.15,Sunny,Medium,0,Snack,Motorcycle,1.0,Metropolitan,10.42732189063304
24,4.3,20.5,20.55,Fog,Jam,1,Buffet,Motorcycle,1.0,Metropolitan,16.38489468676721
25,4.9,16.4,16.55,Sandstorms,Medium,0,Meal,Motorcycle,0.0,Metropolitan,5.958771662511523
31,4.5,22.3,22.4,Cloudy,Low,1,Buffet,Scooter,1.0,Metropolitan,12.421407858787804
28,4.5,17.1,17.2,Sunny,Medium,0,Drinks,Motorcycle,1.0,Urban,10.710903359654202
38,4.5,13.2,13.3,Fog,High,2,Meal,Scooter,1.0,Metropolitan,6.0504060616582525
25,4.6,23.15,23.25,Cloudy,Low,0,Buffet,Motorcycle,0.0,Metropolitan,17.16665964124969
28,5.0,20.35,20.45,Fog,Jam,0,Snack,Motorcycle,1.0,Metropolitan,10.641490945494409
20,4.9,15.15,15.3,Stormy,Medium,0,Snack,Motorcycle,0.0,Metropolitan,6.146925931738804
26,4.6,17.45,17.6,Stormy,Medium,2,Buffet,Motorcycle,0.0,Metropolitan,16.83046129455743
22,4.6,20.1,20.15,Sandstorms,Jam,0,Buffet,Motorcycle,1.0,Urban,17.078934089494954
21,4.9,9.5,10.05,Cloudy,Low,1,Buffet,Scooter,0.0,Metropolitan,3.0295354155430836
39,4.4,21.35,21.45,Sandstorms,Jam,0,Drinks,Motorcycle,1.0,Metropolitan,19.37374583495492
34,4.1,20.6,21.15,Windy,Jam,2,Meal,Scooter,1.0,Metropolitan,9.054052950169499
36,4.7,10.55,11.1,Stormy,Low,1,Drinks,Motorcycle,0.0,Metropolitan,3.1213024454301257
35,3.8,18.55,18.6,Windy,Medium,1,Buffet,Motorcycle,1.0,Metropolitan,12.107250921527273
20,4.7,19.4,19.55,Stormy,Jam,0,Buffet,Motorcycle,1.0,Urban,4.6103798439313035
35,4.7,20.35,20.5,Sandstorms,Jam,1,Meal,Motorcycle,0.0,Metropolitan,9.055476933500598
37,4.5,20.4,20.5,Stormy,Jam,1,Snack,Motorcycle,1.0,Metropolitan,12.293290453033773
24,4.3,20.25,20.35,Fog,Jam,1,Drinks,Motorcycle,1.0,Metropolitan,19.394555235256966
27,4.8,22.15,22.25,Cloudy,Low,1,Meal,Scooter,1.0,Metropolitan,13.773737657079298
23,4.9,19.1,19.15,Cloudy,Jam,1,Buffet,Scooter,0.0,Metropolitan,4.405611015774126
