DeliveryPersonAge,DeliveryPersonRatings,TimeOrdered,TimeOrderPickedUp,Sunny,Fog,Windy,Stormy,Sandstorms,Low,Medium,Jam,VehicleCondition,Snack,Drinks,Meal,Scooter,Motorcycle,MultipleDeliveries,Semi-Urban,Urban,Distance(km)
28,4.8,9.6,10.1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0.0,0,0,1.5368199501604665
38,4.6,10.4,10.45,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1.0,0,0,3.1089883297657854
27,4.7,19.35,19.4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,0,1,4.46931202175492
30,4.7,22.1,22.2,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0,1,8.929003109241874
32,4.7,10.4,10.55,0,0,0,0,1,1,0,0,2,1,0,0,0,1,1.0,0,0,1.5148048951935007
39,4.6,18.35,18.5,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1.0,0,0,10.867476143445908
34,4.1,20.55,21.1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1.0,0,0,19.760091519675676
27,5.0,12.55,13.05,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,0,6.080949025950904
25,4.3,20.6,21.1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2.0,0,0,19.975152579495532
38,4.7,18.45,18.6,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0.0,0,1,20.18263448829367
23,4.9,17.5,17.6,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1.0,0,0,10.72504264384306
26,5.0,8.35,8.5,0,0,1,0,0,1,0,0,2,0,1,0,1,0,1.0,0,0,3.0732024062611822
39,4.8,22.4,22.55,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1.0,0,0,7.631222020276562
27,4.6,19.55,19.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,4.590648124312415
36,4.9,21.6,22.15,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,7.68369791028496
26,4.8,11.35,11.4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0,0,3.1046911695399038
36,4.9,17.1,17.15,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1.0,0,0,4.4766822068479915
30,4.6,22.2,22.3,0,0,0,1,0,1,0,0,2,0,1,0,1,0,1.0,0,0,16.601240146481178
30,4.7,18.35,18.4,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0,0,0,16.90205180024393
38,5.0,9.3,9.35,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1.0,0,0,1.520455689583788
25,4.9,21.45,21.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0,0,12.417687564200063
37,4.8,8.1,8.2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0,0,3.0589506421330555
29,4.6,18.15,18.25,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,1,4.657597469270872
25,4.3,11.6,12.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0,0,3.064002956584147
31,4.5,21.2,21.3,1,0,0,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,13.61244755449679
29,4.5,18.6,19.1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1.0,0,0,13.406000552536867
28,4.9,18.55,19.05,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1.0,0,0,4.469352052738077
26,5.0,20.5,21.05,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0.0,0,1,9.056024276265347
33,4.8,17.3,17.35,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1.0,0,0,7.448311138215936
29,4.6,18.45,18.55,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.0,0,0,10.707675026486205
28,4.8,22.25,22.4,0,0,0,0,1,1,0,0,2,0,0,1,0,1,1.0,1,0,7.7626338661018774
28,4.5,18.2,18.3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,0,0,7.562982485200133
30,4.7,20.1,20.25,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2.0,0,0,7.660895664241821
28,4.9,23.4,23.5,0,0,1,0,0,1,0,0,2,0,1,0,0,1,1.0,0,1,10.444437629135967
24,4.9,11.6,12.15,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0.0,0,0,3.01871690507141
24,4.8,18.55,18.6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,0,0,4.464795317864735
32,4.8,22.15,22.25,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1.0,1,0,19.471476176410082
25,4.7,21.45,21.55,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0.0,0,1,20.182482607604513
34,4.8,20.35,20.5,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0.0,0,0,9.314907489514157
25,4.9,9.35,9.45,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1.0,0,1,3.1089883297657854
25,4.2,20.45,20.55,0,1,0,0,0,0,0,1,2,1,0,0,0,1,1.0,0,0,10.704238934519317
32,4.0,12.4,12.5,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1.0,0,0,6.209089325963786
32,4.3,9.55,10.1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1.0,0,0,3.0250863295462396
23,4.9,21.45,21.6,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1.0,0,0,13.184836004654946
28,4.9,15.35,15.5,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1.0,0,0,6.1198667120156145
21,4.7,19.15,19.2,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1.0,0,1,9.348552276072713
36,4.1,19.5,20.05,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.0,0,0,20.85246332426527
34,4.5,10.35,10.4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1.0,0,0,3.116148933802629
34,4.5,19.45,19.5,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1.0,0,0,20.183529728733618
25,4.9,16.4,16.55,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0.0,0,0,5.958771662511523
25,4.6,21.5,22.05,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0,0,19.359307695550992
26,4.7,11.3,11.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1.5523608800116515
29,4.6,23.25,23.35,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1.0,0,0,4.663310851898783
37,4.7,21.1,21.2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,9.08793706801597
34,5.0,23.5,23.6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,19.615926964388624
37,4.9,11.3,11.45,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0.0,0,1,3.0251492856775037
20,4.9,17.3,17.45,0,0,0,0,1,0,1,0,2,0,0,1,1,0,0.0,0,0,17.073537690614117
22,4.9,23.4,23.45,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,10.704161271430332
37,4.9,13.15,13.3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,0,5.959032639454782
30,4.0,13.35,13.4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1.0,0,0,6.218134914911527
25,4.9,11.5,11.55,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1.0,0,0,1.5321547990764783
22,4.9,18.4,18.55,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1.0,0,0,12.24085827411391
31,4.7,16.45,16.5,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1.0,0,0,6.081389116676368
30,4.7,15.6,16.15,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,6.037193175494637
24,4.0,10.4,10.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.0,0,0,1.5525569843004512
35,4.6,21.15,21.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,10.711185800959658
35,4.3,21.45,21.6,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1.0,0,0,12.20989608429735
27,4.6,20.25,20.4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1.0,0,0,16.72060564152958
33,4.9,17.3,17.45,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.0,0,1,19.914686965545187
34,4.5,20.4,20.5,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0.0,0,0,7.761284984440735
36,4.1,15.4,15.5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,5.860353655313712
35,4.0,14.55,15.1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0,0,0,6.21800119018663
29,4.5,9.2,9.25,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1.0,0,0,3.1053699758611546
30,4.6,21.6,22.1,0,1,0,0,0,0,0,1,2,0,0,1,1,0,3.0,0,1,12.464329297636581
23,4.6,19.2,19.3,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0.0,0,0,10.865675782880029
38,4.0,13.25,13.3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1.0,0,0,5.8606134005008785
37,4.4,13.5,13.55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0,0,6.21086415606354
36,5.0,8.3,8.45,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0.0,0,0,3.0250984842245745
28,4.7,17.2,17.3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,1,9.326827803405624
31,3.9,19.25,19.4,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1.0,0,0,19.880040740546
29,4.6,17.1,17.25,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,4.59663204175947
38,4.7,9.5,10.05,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1.0,1,0,1.5522330405305724
31,4.9,21.15,21.3,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0.0,0,0,7.562921044749782
39,4.5,17.25,17.35,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1.0,0,0,16.72211869180285
21,4.7,19.25,19.35,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0.0,0,0,4.469351491411031
25,4.6,11.6,12.05,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1.0,0,0,3.025332706173566
39,3.7,18.2,18.25,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1.0,0,0,12.417687564200063
37,4.5,22.35,22.4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.0,0,0,8.952548604467738
38,4.3,22.1,22.2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.0,0,0,4.561223681551846
30,4.7,8.2,8.35,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1.0,0,0,3.0251186390184004
23,4.8,17.3,17.35,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0,0,16.826241648658115
27,4.8,23.4,23.5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0.0,0,1,12.160999124282084
22,4.8,21.1,21.15,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0.0,0,0,10.427225702895106
39,5.0,21.25,21.3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0,0,19.343756283259093
34,4.9,10.15,10.2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,1.0,0,0,1.526396912039431
20,4.5,18.45,18.6,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1.0,0,1,10.867232952679458
31,4.9,23.4,23.55,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0,0,19.884989093916975
28,4.7,20.4,20.5,0,0,1,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,20.18263448829367
31,4.8,17.15,17.3,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1.0,0,0,20.178893713604634
31,4.8,23.35,23.45,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0,1,13.765934616154562
39,5.0,19.6,20.05,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.0,0,0,7.490187108752871
39,4.6,18.3,18.45,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1.0,0,0,12.098761963862449
22,5.0,21.5,21.6,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1.0,0,0,20.25510293833981
28,4.9,19.6,20.1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,0,1,4.561223681551846
37,4.6,10.4,10.55,0,1,0,0,0,1,0,0,2,0,0,1,0,1,1.0,0,1,1.509439424217718
35,4.1,20.3,20.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.0,0,0,19.362530001074912
21,4.7,23.45,23.55,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0.0,0,0,13.787860239172547
35,4.2,14.6,15.05,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1.0,0,0,6.209442398392529
38,4.7,22.15,22.2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1.0,0,0,10.416963824321584
25,5.0,8.35,8.5,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1.0,0,1,1.5126000890232916
34,3.8,19.35,19.4,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0.0,0,0,19.628127535448083
36,4.7,17.15,17.25,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1.0,0,0,17.16546112121529
33,5.0,18.15,18.2,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1.0,0,0,10.602467987619507
29,4.6,8.1,8.25,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.0,0,0,3.058924545938562
21,4.9,18.6,19.15,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.0,0,0,4.541158367023063
29,4.9,23.1,23.15,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1.0,0,0,7.566949319257016
26,4.8,19.3,19.35,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0,0,0,9.36367510199373
27,4.6,19.4,19.5,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0,0,10.724517748046024
37,4.7,17.6,18.05,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1.0,0,0,9.179538450826046
27,4.6,12.1,12.15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,0,0,6.120941769502897
31,4.0,18.5,19.05,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.0,0,0,12.417792351617555
20,4.7,17.6,18.1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,0,0,20.18126391655723
39,4.0,12.45,12.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.0,0,0,6.217689154531591
37,4.0,18.2,18.35,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0.0,0,0,4.674280112157379
33,4.7,18.25,18.35,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0.0,0,0,13.68204452608078
32,4.6,22.3,22.45,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.0,0,0,9.12108977493757
35,5.0,10.1,10.25,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1.0,0,0,2.984608225622922
20,4.9,23.3,23.35,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.0,0,0,19.36427479298585
39,4.6,17.15,17.3,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0.0,0,0,9.19151681625338
33,4.7,10.2,10.25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0,1.5204704557283455
20,4.6,22.15,22.25,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1.0,0,0,14.021848812228344
23,5.0,17.45,17.6,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1.0,0,0,17.076725433736602
31,4.7,13.15,13.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,5.960265171500215
22,4.9,20.6,21.05,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1.0,0,1,9.315745361545886
30,4.9,22.55,22.6,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1.0,0,0,16.388478196037884
31,4.8,13.4,13.45,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0,0,6.050355980667947
30,4.8,23.6,24.15,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.0,0,0,10.602497166339631
37,5.0,20.15,20.2,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1.0,0,0,9.314044193379946
34,4.9,9.25,9.35,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1.0,0,0,1.5293705867132354
24,4.6,22.35,22.45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,9.055361318453961
37,4.9,20.45,20.55,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,7.64610474832152
27,4.8,18.1,18.25,0,0,0,1,0,0,1,0,2,0,1,0,0,1,1.0,0,0,10.864870498856765
35,5.0,19.55,20.1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1.0,0,0,9.348403522662325
33,4.8,19.1,19.25,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.0,0,0,4.5406285313715085
37,4.1,17.1,17.25,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,7.66074883742589
34,4.6,8.45,8.5,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0.0,0,0,3.0251533668867396
31,4.7,21.25,21.4,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1.0,0,0,7.573462889023677
22,4.8,8.5,9.05,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0.0,0,0,3.02735037408095
35,4.8,18.3,18.45,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.0,0,0,10.724189700859583
23,4.8,21.5,21.55,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1.0,0,1,12.25501434480783
24,4.9,19.35,19.45,0,0,1,0,0,0,0,1,2,0,0,0,1,0,1.0,0,1,13.77076958377127
22,4.6,19.6,20.15,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1.0,0,1,11.919595217848318
21,4.5,19.1,19.15,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0.0,0,1,4.560926278066122
22,4.5,12.35,12.5,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0,0,0,6.050486021641428
37,3.7,20.15,20.3,1,0,0,0,0,0,0,1,2,0,0,1,1,0,0.0,0,0,17.138022132927368
21,4.6,13.45,13.6,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1.0,0,1,6.242544780458512
38,4.4,20.55,21.1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1.0,0,1,13.968990746015168
29,4.8,17.35,17.45,0,0,0,0,1,0,1,0,2,0,0,1,1,0,1.0,0,0,4.561113588992224
36,4.6,20.4,20.45,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1.0,0,1,10.72465156807538
35,3.5,23.5,24.05,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0,0,17.078706390631634
20,4.8,10.6,11.1,0,0,0,0,1,1,0,0,2,0,0,1,1,0,1.0,0,0,1.5203573134022046
38,4.9,15.35,15.4,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.0,0,0,5.875003005817474
37,4.6,18.1,18.25,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,7.790177003822013
20,5.0,14.5,14.6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1.0,0,0,6.050438648835732
23,5.0,17.1,17.25,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0,0,9.055898607912091
29,4.9,18.6,19.05,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0.0,0,0,8.940167719841355
30,5.0,19.5,19.6,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2.0,0,0,16.659917302375394
21,4.9,11.5,11.6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0,0,3.0253210909321173
30,4.9,10.45,10.6,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1.0,0,1,2.9795405223586338
20,4.7,23.3,23.4,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1.0,0,0,10.562878909252845
20,5.0,18.5,19.05,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1.0,0,0,19.76188040923094
27,4.8,10.1,10.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0,0,1.5203447277401048
20,4.8,23.15,23.2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1.0,0,0,20.20634489518928
25,4.1,23.55,24.05,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1.0,0,1,7.772241951547949
25,4.7,17.6,18.15,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1.0,0,0,13.82913165629175
21,4.9,23.2,23.3,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1.0,1,0,13.682164847733755
24,4.7,18.1,18.15,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,1,0,4.560783589287684
37,3.8,20.2,20.35,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1.0,0,0,20.253088868519526
22,4.7,15.15,15.2,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1.0,0,0,6.120938502923837
23,4.7,16.55,16.6,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1.0,0,1,6.209259882041872
36,4.4,22.45,22.55,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0,0,10.59484217901128
35,4.6,17.6,18.05,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0.0,0,0,12.10775059211474
34,4.6,20.5,21.05,1,0,0,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,20.85154468962371
27,4.1,20.45,20.6,0,1,0,0,0,0,0,1,2,0,1,0,1,0,0.0,0,1,19.08680741329132
32,4.8,8.5,9.05,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,1.4688163256853812
35,5.0,9.15,9.25,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0.0,1,0,1.5125686168842198
25,4.6,23.45,23.55,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1.0,0,0,13.789485363023294
33,3.8,18.45,18.5,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2.0,0,1,13.97191478756942
38,4.6,17.3,17.35,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0.0,0,1,19.617824561450774
24,5.0,22.5,22.55,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0.0,0,0,12.434914295120448
34,4.8,10.15,10.3,0,1,0,0,0,1,0,0,2,1,0,0,1,0,0.0,0,0,3.0737721530635387
28,4.6,11.3,11.35,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0.0,0,0,1.536802066394733
31,3.9,23.4,23.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1.0,0,0,10.709003371535417
30,4.7,19.6,20.1,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1.0,0,0,16.90381483815878
31,4.3,20.25,20.4,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0.0,0,0,19.88701283582688
25,4.7,16.1,16.25,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.0,0,0,6.081595038517862
35,4.7,21.6,22.15,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1.0,0,0,11.917100051488791
21,4.8,21.6,22.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,0,12.41960204102968
24,4.9,18.15,18.3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0.0,0,0,16.60246716832672
33,4.5,17.25,17.4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0,1,13.990192142064847
38,4.7,20.6,21.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2.0,0,0,12.073402311815224
21,4.8,19.3,19.45,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.0,0,0,13.631339548300275
30,4.8,22.35,22.4,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0.0,0,0,11.917100051488791
23,4.8,8.2,8.25,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1.0,0,1,3.105369890908668
34,4.1,20.6,21.15,0,0,1,0,0,0,0,1,2,0,0,1,1,0,1.0,0,0,9.054052950169499
24,4.7,12.2,12.3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0,0,6.049956259946466
22,4.6,21.45,21.6,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1.0,0,1,12.419794286435744
27,4.9,11.4,11.55,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0,0,1.5522933461661421
23,4.9,10.6,11.1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0.0,0,0,1.558137239175215
23,4.8,17.3,17.4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,7.5628176900723
22,4.6,19.3,19.35,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1.0,0,0,13.406088270680275
30,3.9,18.45,18.6,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1.0,0,0,20.177519993018656
38,4.7,21.2,21.35,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,0,0,4.405707968793497
29,4.7,20.35,20.4,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1.0,0,1,17.138074588551884
30,4.4,10.5,11.05,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1.0,0,0,1.5094402621798344
21,4.8,11.45,11.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,1.536836906549953
30,4.6,16.35,16.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.0,0,0,6.116927321899057
35,5.0,22.45,22.6,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1.0,0,0,4.657159718107683
31,4.7,19.6,20.15,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1.0,0,1,12.074047498027575
30,3.8,21.25,21.4,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1.0,0,0,10.72504264384306
32,4.1,21.1,21.15,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1.0,0,0,12.463970105023904
24,4.7,23.5,24.05,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1.0,0,0,4.657159718107683
24,4.6,19.45,19.6,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,0,0,16.902806732498032
37,4.4,20.3,20.35,0,0,0,0,1,0,0,1,2,1,0,0,0,1,2.0,0,0,13.61082462242586
23,4.6,15.6,16.05,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1.0,0,0,5.959357904254251
32,4.0,11.55,11.6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.0,0,0,2.979410112022739
36,5.0,19.15,19.2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1.0,0,0,19.975520086221444
31,4.2,17.4,17.5,0,0,1,0,0,0,1,0,2,0,1,0,1,0,1.0,0,0,13.582337494192412
34,5.0,23.4,23.5,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1.0,0,0,19.471257579516955
32,5.0,17.6,18.15,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0,0,7.660895664241821
22,4.7,20.4,20.45,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2.0,0,0,13.582337494192412
24,5.0,19.1,19.25,0,0,0,0,1,0,0,1,2,0,0,0,0,1,1.0,0,0,13.584306064167167
25,4.0,8.5,8.6,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1.0,0,0,3.026096197898999
28,4.6,14.45,14.5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,0,0,6.2179328802641525
39,4.6,10.6,11.05,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1.0,0,0,1.536864059415262
35,4.3,16.4,16.55,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1.0,0,0,6.1288740968464825
33,4.8,18.15,18.25,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1.0,0,1,4.65713301884333
33,4.9,19.15,19.2,0,0,0,1,0,0,0,1,2,1,0,0,1,0,1.0,0,0,16.90249592854745
